store_id,date,revenue,transactions
1001,2025-05-07,494.81,25
1001,2025-05-08,591.94,27
1001,2025-05-09,555.19,28
1001,2025-05-10,818.96,36
1001,2025-05-11,604.76,29
1001,2025-05-12,853.36,32
1001,2025-05-13,514.88,32
1001,2025-05-14,767.85,36
1001,2025-05-15,971.42,46
1001,2025-05-16,833.25,39
1001,2025-05-17,732.28,41
1001,2025-05-18,496.18,33
1001,2025-05-19,615.8,35
1001,2025-05-20,606.76,32
1001,2025-05-21,558.5,36
1001,2025-05-22,544.55,33
1001,2025-05-23,514.2,32
1001,2025-05-24,939.67,41
1001,2025-05-25,421.14,27
1001,2025-05-26,645.95,32
1001,2025-05-27,620.46,31
1001,2025-05-28,561.78,26
1001,2025-05-29,822.42,41
1001,2025-05-30,718.48,37
1001,2025-05-31,756.78,37
1001,2025-06-01,1071.92,47
1001,2025-06-02,913.82,35
1001,2025-06-03,609.47,28
1001,2025-06-04,632.46,32
1001,2025-06-05,811.52,39
1001,2025-06-06,493.49,26
1001,2025-06-07,422.7,29
1001,2025-06-08,1251.04,48
1001,2025-06-09,818.28,36
1001,2025-06-10,577.71,28
1001,2025-06-11,423.46,30
1001,2025-06-12,612.42,28
1001,2025-06-13,767.3,37
1001,2025-06-14,704.03,35
1001,2025-06-15,780.27,43
1001,2025-06-16,975.98,36
1001,2025-06-17,209.34,37
1001,2025-06-18,805.12,31
1001,2025-06-19,746.18,33
1001,2025-06-20,534.94,30
1001,2025-06-21,851.68,34
1001,2025-06-22,668.04,35
1001,2025-06-23,624.67,35
1001,2025-06-24,575.41,33
1001,2025-06-25,896.85,30
1001,2025-06-26,506.47,35
1001,2025-06-27,807.58,41
1001,2025-06-28,584.2,43
1001,2025-06-29,1359.59,54
1001,2025-06-30,548.2,34
1001,2025-07-01,742.11,38
1001,2025-07-02,854.02,42
1001,2025-07-03,563.88,27
1001,2025-07-04,624.28,34
1001,2025-07-05,1034.6,50
1001,2025-07-06,1373.15,52
1001,2025-07-07,881.9,39
1001,2025-07-08,900.9,39
1001,2025-07-09,719.38,29
1001,2025-07-10,541.55,33
1001,2025-07-11,1071.32,45
1001,2025-07-12,740.94,39
1001,2025-07-13,787.26,45
1001,2025-07-14,844.28,42
1001,2025-07-15,638.18,28
1001,2025-07-16,730.73,28
1001,2025-07-17,849.02,40
1001,2025-07-18,733.43,33
1001,2025-07-19,1224.04,50
1001,2025-07-20,1066.72,47
1001,2025-07-21,427.2,23
1001,2025-07-22,446.84,32
1001,2025-07-23,875.54,33
1001,2025-07-24,692.62,32
1001,2025-07-25,875.89,34
1001,2025-07-26,886.28,42
1001,2025-07-27,692.19,37
1001,2025-07-28,1136.43,47
1001,2025-07-29,878.72,31
1001,2025-07-30,772.03,33
1001,2025-07-31,881.71,36
1001,2025-08-01,713.57,29
1001,2025-08-02,1194.29,51
1001,2025-08-03,1371.64,51
1001,2025-08-04,652.07,35
1001,2025-08-05,704.58,29
1001,2025-08-06,795.27,36
1001,2025-08-07,647.15,35
1001,2025-08-08,811.07,39
1001,2025-08-09,710.4,44
1001,2025-08-10,860.57,43
1001,2025-08-11,697.05,40
1001,2025-08-12,735.57,33
1001,2025-08-13,752.3,33
1001,2025-08-14,887.63,36
1001,2025-08-15,891.98,37
1001,2025-08-16,716.08,33
1001,2025-08-17,642.12,45
1001,2025-08-18,500.21,25
1001,2025-08-19,849.67,38
1001,2025-08-20,1069.75,43
1001,2025-08-21,495.49,26
1001,2025-08-22,1125.24,43
1001,2025-08-23,593.13,37
1001,2025-08-24,1196.47,50
1001,2025-08-25,1103.07,49
1001,2025-08-26,925.68,31
1001,2025-08-27,872.06,42
1001,2025-08-28,609.25,27
1001,2025-08-29,922.92,45
1001,2025-08-30,1096.72,46
1001,2025-08-31,916.55,38
1001,2025-09-01,504.3,24
1001,2025-09-02,634.22,34
1001,2025-09-03,669.71,30
1001,2025-09-04,932.19,40
1001,2025-09-05,595.61,25
1001,2025-09-06,701.18,33
1001,2025-09-07,712.7,43
1001,2025-09-08,509.51,28
1001,2025-09-09,633.13,34
1001,2025-09-10,502.09,31
1001,2025-09-11,740.24,25
1001,2025-09-12,718.2,33
1001,2025-09-13,1080.06,44
1001,2025-09-14,1049.69,45
1001,2025-09-15,556.17,29
1001,2025-09-16,487.1,26
1001,2025-09-17,572.33,30
1001,2025-09-18,462.88,25
1001,2025-09-19,574.97,28
1001,2025-09-20,850.35,49
1001,2025-09-21,769.19,38
1001,2025-09-22,986.02,42
1001,2025-09-23,479.99,24
1001,2025-09-24,589.46,36
1001,2025-09-25,693.93,32
1001,2025-09-26,516.47,25
1001,2025-09-27,897.09,44
1002,2025-03-02,461.81,39
1002,2025-03-03,728.66,44
1002,2025-03-04,577.47,48
1002,2025-03-05,549.46,46
1002,2025-03-06,569.48,44
1002,2025-03-07,495.44,42
1002,2025-03-08,677.02,54
1002,2025-03-09,282.22,41
1002,2025-03-10,293.84,33
1002,2025-03-11,234.92,36
1002,2025-03-12,277.43,38
1002,2025-03-13,230.18,29
1002,2025-03-14,355.4,45
1002,2025-03-15,945.16,68
1002,2025-03-16,532.74,45
1002,2025-03-17,605.08,39
1002,2025-03-18,341.55,43
1002,2025-03-19,325.87,26
1002,2025-03-20,425.76,39
1002,2025-03-21,698.21,47
1002,2025-03-22,606.57,42
1002,2025-03-23,275.8,43
1002,2025-03-24,581.26,38
1002,2025-03-25,394.98,36
1002,2025-03-26,508.53,49
1002,2025-03-27,460.45,39
1002,2025-03-28,359.17,33
1002,2025-03-29,563.29,46
1002,2025-03-30,409.63,40
1002,2025-03-31,552.9,38
1002,2025-04-01,506.42,36
1002,2025-04-02,360.24,35
1002,2025-04-03,368.57,46
1002,2025-04-04,369.58,37
1002,2025-04-05,508.51,43
1002,2025-04-06,605.65,52
1002,2025-04-07,401.85,40
1002,2025-04-08,282.08,35
1002,2025-04-09,389.64,49
1002,2025-04-10,250.69,38
1002,2025-04-11,316.97,44
1002,2025-04-12,291.93,50
1002,2025-04-13,464.3,37
1002,2025-04-14,666.1,40
1002,2025-04-15,433.98,48
1002,2025-04-16,508.5,40
1002,2025-04-17,487.0,39
1002,2025-04-18,534.53,45
1002,2025-04-19,150.16,55
1002,2025-04-20,605.12,47
1002,2025-04-21,332.08,40
1002,2025-04-22,343.45,38
1002,2025-04-23,286.33,31
1002,2025-04-24,351.67,33
1002,2025-04-25,318.38,26
1002,2025-04-26,368.71,38
1002,2025-04-27,567.01,42
1002,2025-04-28,481.36,46
1002,2025-04-29,269.11,34
1002,2025-04-30,13.96,0
1002,2025-05-01,637.63,44
1002,2025-05-02,444.68,36
1002,2025-05-03,598.06,43
1002,2025-05-04,561.21,52
1002,2025-05-05,432.47,37
1002,2025-05-06,442.19,35
1002,2025-05-07,502.82,39
1002,2025-05-08,210.61,38
1002,2025-05-09,568.45,52
1002,2025-05-10,610.75,50
1002,2025-05-11,512.64,53
1002,2025-05-12,868.83,45
1002,2025-05-13,602.36,49
1002,2025-05-14,417.49,42
1002,2025-05-15,472.73,52
1002,2025-05-16,442.91,34
1002,2025-05-17,440.89,45
1002,2025-05-18,587.4,46
1002,2025-05-19,601.24,59
1002,2025-05-20,138.67,36
1002,2025-05-21,541.01,37
1002,2025-05-22,303.54,25
1002,2025-05-23,656.82,47
1002,2025-05-24,618.21,48
1002,2025-05-25,635.63,45
1002,2025-05-26,507.0,39
1002,2025-05-27,365.38,39
1002,2025-05-28,249.38,39
1002,2025-05-29,610.73,44
1002,2025-05-30,414.53,34
1002,2025-05-31,638.19,47
1002,2025-06-01,808.44,58
1002,2025-06-02,331.83,44
1002,2025-06-03,449.71,37
1002,2025-06-04,634.76,51
1002,2025-06-05,573.15,50
1002,2025-06-06,470.67,50
1002,2025-06-07,667.58,56
1002,2025-06-08,1086.07,54
1002,2025-06-09,856.29,52
1002,2025-06-10,278.36,37
1002,2025-06-11,342.13,37
1002,2025-06-12,548.37,37
1002,2025-06-13,710.71,43
1002,2025-06-14,775.84,52
1002,2025-06-15,562.81,46
1002,2025-06-16,757.05,46
1002,2025-06-17,398.6,38
1002,2025-06-18,357.79,36
1002,2025-06-19,819.92,56
1002,2025-06-20,369.6,39
1002,2025-06-21,498.29,52
1002,2025-06-22,676.67,63
1002,2025-06-23,716.46,45
1002,2025-06-24,417.95,40
1002,2025-06-25,443.62,48
1002,2025-06-26,298.15,30
1002,2025-06-27,452.42,44
1002,2025-06-28,584.98,52
1002,2025-06-29,963.5,45
1002,2025-06-30,651.9,41
1002,2025-07-01,405.4,33
1002,2025-07-02,368.46,56
1002,2025-07-03,446.88,31
1002,2025-07-04,345.98,47
1002,2025-07-05,772.25,54
1002,2025-07-06,804.24,53
1002,2025-07-07,629.03,49
1002,2025-07-08,99.42,47
1002,2025-07-09,376.63,43
1002,2025-07-10,526.51,51
1002,2025-07-11,526.51,53
1002,2025-07-12,804.85,50
1002,2025-07-13,505.16,51
1002,2025-07-14,370.23,45
1002,2025-07-15,531.5,42
1002,2025-07-16,376.29,36
1002,2025-07-17,291.38,44
1002,2025-07-18,428.83,41
1002,2025-07-19,478.79,43
1002,2025-07-20,938.07,65
1002,2025-07-21,343.75,37
1002,2025-07-22,547.31,53
1002,2025-07-23,691.13,48
1002,2025-07-24,593.27,45
1002,2025-07-25,572.08,43
1002,2025-07-26,689.3,59
1002,2025-07-27,852.99,64
1002,2025-07-28,490.15,35
1002,2025-07-29,397.89,46
1002,2025-07-30,496.65,42
1002,2025-07-31,279.76,44
1002,2025-08-01,502.67,53
1002,2025-08-02,615.06,51
1002,2025-08-03,610.95,54
1002,2025-08-04,583.3,52
1002,2025-08-05,550.77,48
1002,2025-08-06,678.94,43
1002,2025-08-07,852.65,41
1002,2025-08-08,515.16,41
1002,2025-08-09,698.16,60
1002,2025-08-10,739.3,56
1002,2025-08-11,376.71,46
1002,2025-08-12,109.01,37
1002,2025-08-13,689.11,43
1002,2025-08-14,580.43,44
1002,2025-08-15,694.43,52
1002,2025-08-16,796.94,54
1002,2025-08-17,413.88,34
1002,2025-08-18,236.29,28
1002,2025-08-19,493.36,48
1002,2025-08-20,293.41,47
1002,2025-08-21,761.2,45
1002,2025-08-22,560.62,48
1002,2025-08-23,947.64,64
1002,2025-08-24,602.35,48
1002,2025-08-25,638.42,43
1002,2025-08-26,458.82,51
1002,2025-08-27,265.67,38
1002,2025-08-28,223.34,40
1002,2025-08-29,583.42,42
1002,2025-08-30,430.88,36
1002,2025-08-31,425.09,33
1002,2025-09-01,439.28,42
1002,2025-09-02,465.34,45
1002,2025-09-03,411.0,38
1002,2025-09-04,196.47,43
1002,2025-09-05,276.21,46
1002,2025-09-06,578.14,39
1002,2025-09-07,317.74,35
1002,2025-09-08,322.45,36
1002,2025-09-09,540.62,48
1002,2025-09-10,286.49,41
1002,2025-09-11,370.75,31
1002,2025-09-12,362.21,44
1002,2025-09-13,577.63,44
1002,2025-09-14,251.83,38
1002,2025-09-15,430.52,39
1002,2025-09-16,386.14,50
1002,2025-09-17,344.03,42
1002,2025-09-18,290.96,31
1002,2025-09-19,454.8,41
1002,2025-09-20,311.51,47
1002,2025-09-21,550.89,45
1002,2025-09-22,472.61,37
1002,2025-09-23,255.59,30
1002,2025-09-24,425.95,39
1002,2025-09-25,435.43,40
1002,2025-09-26,214.64,34
1002,2025-09-27,567.05,59
1003,2025-03-02,108.23,17
1003,2025-03-03,39.41,11
1003,2025-03-04,18.08,8
1003,2025-03-05,12.2,6
1003,2025-03-06,67.79,11
1003,2025-03-07,38.95,13
1003,2025-03-08,20.64,11
1003,2025-03-09,41.73,9
1003,2025-03-10,15.21,3
1003,2025-03-11,76.29,9
1003,2025-03-12,80.13,17
1003,2025-03-13,23.51,12
1003,2025-03-14,15.88,8
1003,2025-03-15,71.96,11
1003,2025-03-16,43.55,8
1003,2025-03-17,19.8,7
1003,2025-03-18,18.69,7
1003,2025-03-19,37.75,11
1003,2025-03-20,83.97,10
1003,2025-03-21,12.07,6
1003,2025-03-22,34.89,18
1003,2025-03-23,38.44,17
1003,2025-03-24,39.71,12
1003,2025-03-25,41.29,11
1003,2025-03-26,17.86,9
1003,2025-03-27,32.24,15
1003,2025-03-28,10.14,5
1003,2025-03-29,14.52,7
1003,2025-03-30,24.82,12
1003,2025-03-31,51.51,11
1003,2025-04-01,23.19,12
1003,2025-04-02,86.43,13
1003,2025-04-03,23.8,12
1003,2025-04-04,22.17,11
1003,2025-04-05,61.61,7
1003,2025-04-06,33.37,4
1003,2025-04-07,20.91,8
1003,2025-04-08,56.79,16
1003,2025-04-09,27.34,8
1003,2025-04-10,46.23,13
1003,2025-04-11,144.18,14
1003,2025-04-12,144.76,17
1003,2025-04-13,42.27,8
1003,2025-04-14,60.62,8
1003,2025-04-15,53.87,10
1003,2025-04-16,27.6,11
1003,2025-04-17,29.05,13
1003,2025-04-18,49.11,8
1003,2025-04-19,48.86,10
1003,2025-04-20,55.97,8
1003,2025-04-21,76.62,12
1003,2025-04-22,105.76,11
1003,2025-04-23,29.2,9
1003,2025-04-24,17.3,8
1003,2025-04-25,27.56,9
1003,2025-04-26,3.27,0
1003,2025-04-27,70.69,13
1003,2025-04-28,15.6,6
1003,2025-04-29,36.43,7
1003,2025-04-30,44.86,10
1003,2025-05-01,39.29,10
1003,2025-05-02,27.67,10
1003,2025-05-03,20.65,5
1003,2025-05-04,33.93,8
1003,2025-05-05,67.39,8
1003,2025-05-06,15.71,8
1003,2025-05-07,31.73,7
1003,2025-05-08,34.34,8
1003,2025-05-09,68.17,12
1003,2025-05-10,39.28,18
1003,2025-05-11,42.79,9
1003,2025-05-12,15.33,8
1003,2025-05-13,42.97,8
1003,2025-05-14,49.16,11
1003,2025-05-15,16.53,8
1003,2025-05-16,56.46,8
1003,2025-05-17,11.9,6
1003,2025-05-18,88.5,14
1003,2025-05-19,20.88,7
1003,2025-05-20,42.4,9
1003,2025-05-21,21.68,10
1003,2025-05-22,21.43,9
1003,2025-05-23,1.69,0
1003,2025-05-24,65.27,8
1003,2025-05-25,85.87,20
1003,2025-05-26,32.98,12
1003,2025-05-27,58.65,7
1003,2025-05-28,56.45,14
1003,2025-05-29,27.92,10
1003,2025-05-30,19.6,6
1003,2025-05-31,54.65,12
1003,2025-06-01,129.4,13
1003,2025-06-02,81.65,15
1003,2025-06-03,91.77,13
1003,2025-06-04,37.72,19
1003,2025-06-05,16.78,9
1003,2025-06-06,67.09,10
1003,2025-06-07,14.7,4
1003,2025-06-08,61.14,7
1003,2025-06-09,45.73,10
1003,2025-06-10,49.34,10
1003,2025-06-11,32.69,8
1003,2025-06-12,89.21,11
1003,2025-06-13,29.03,14
1003,2025-06-14,71.35,18
1003,2025-06-15,63.09,12
1003,2025-06-16,19.48,9
1003,2025-06-17,61.84,14
1003,2025-06-18,124.39,15
1003,2025-06-19,119.48,18
1003,2025-06-20,162.04,15
1003,2025-06-21,83.69,20
1003,2025-06-22,40.72,7
1003,2025-06-23,29.97,8
1003,2025-06-24,17.64,7
1003,2025-06-25,25.75,12
1003,2025-06-26,58.22,5
1003,2025-06-27,16.23,8
1003,2025-06-28,92.25,13
1003,2025-06-29,68.51,12
1003,2025-06-30,25.52,12
1003,2025-07-01,66.39,11
1003,2025-07-02,80.3,13
1003,2025-07-03,107.35,15
1003,2025-07-04,18.06,9
1003,2025-07-05,56.49,11
1003,2025-07-06,20.34,10
1003,2025-07-07,36.37,5
1003,2025-07-08,25.99,7
1003,2025-07-09,42.16,8
1003,2025-07-10,137.45,15
1003,2025-07-11,90.82,10
1003,2025-07-12,32.53,16
1003,2025-07-13,61.83,11
1003,2025-07-14,54.84,14
1003,2025-07-15,17.26,9
1003,2025-07-16,22.13,10
1003,2025-07-17,100.71,10
1003,2025-07-18,66.06,9
1003,2025-07-19,25.52,13
1003,2025-07-20,92.07,10
1003,2025-07-21,78.04,10
1003,2025-07-22,70.61,11
1003,2025-07-23,12.29,6
1003,2025-07-24,42.51,14
1003,2025-07-25,46.42,17
1003,2025-07-26,35.87,12
1003,2025-07-27,62.83,12
1003,2025-07-28,51.57,9
1003,2025-07-29,12.2,6
1003,2025-07-30,29.32,14
1003,2025-07-31,83.61,11
1003,2025-08-01,105.54,15
1003,2025-08-02,81.52,11
1003,2025-08-03,110.64,16
1003,2025-08-04,29.2,14
1003,2025-08-05,99.8,12
1003,2025-08-06,133.64,18
1003,2025-08-07,28.61,14
1003,2025-08-08,34.57,17
1003,2025-08-09,116.01,19
1003,2025-08-10,10.44,5
1003,2025-08-11,76.05,16
1003,2025-08-12,12.85,7
1003,2025-08-13,50.6,8
1003,2025-08-14,145.48,16
1003,2025-08-15,112.14,14
1003,2025-08-16,39.79,13
1003,2025-08-17,70.16,13
1003,2025-08-18,24.02,13
1003,2025-08-19,92.6,14
1003,2025-08-20,18.47,10
1003,2025-08-21,44.19,13
1003,2025-08-22,48.17,14
1003,2025-08-23,4.34,0
1003,2025-08-24,52.57,15
1003,2025-08-25,5.71,3
1003,2025-08-26,37.82,13
1003,2025-08-27,33.2,6
1003,2025-08-28,71.3,10
1003,2025-08-29,84.3,10
1003,2025-08-30,20.45,10
1003,2025-08-31,47.45,10
1003,2025-09-01,51.56,9
1003,2025-09-02,84.12,12
1003,2025-09-03,79.71,10
1003,2025-09-04,50.19,11
1003,2025-09-05,19.08,9
1003,2025-09-06,124.31,14
1003,2025-09-07,16.93,5
1003,2025-09-08,18.92,4
1003,2025-09-09,14.16,7
1003,2025-09-10,28.26,8
1003,2025-09-11,101.99,14
1003,2025-09-12,53.69,15
1003,2025-09-13,36.39,12
1003,2025-09-14,47.57,10
1003,2025-09-15,123.55,17
1003,2025-09-16,33.79,10
1003,2025-09-17,61.68,8
1003,2025-09-18,44.56,14
1003,2025-09-19,93.9,12
1003,2025-09-20,21.24,10
1003,2025-09-21,70.55,13
1003,2025-09-22,118.54,13
1003,2025-09-23,38.03,8
1003,2025-09-24,4.0,2
1003,2025-09-25,27.47,13
1003,2025-09-26,25.66,13
1003,2025-09-27,34.99,7
1004,2025-03-02,384.74,37
1004,2025-03-03,205.42,17
1004,2025-03-04,256.27,21
1004,2025-03-05,103.86,16
1004,2025-03-06,303.27,21
1004,2025-03-07,167.17,16
1004,2025-03-08,228.17,32
1004,2025-03-09,304.97,24
1004,2025-03-10,297.8,23
1004,2025-03-11,175.29,25
1004,2025-03-12,296.46,22
1004,2025-03-13,217.22,34
1004,2025-03-14,274.99,34
1004,2025-03-15,293.09,31
1004,2025-03-16,275.18,30
1004,2025-03-17,198.43,19
1004,2025-03-18,441.29,29
1004,2025-03-19,480.49,32
1004,2025-03-20,191.13,20
1004,2025-03-21,258.04,23
1004,2025-03-22,490.66,37
1004,2025-03-23,300.98,27
1004,2025-03-24,328.86,23
1004,2025-03-25,433.15,35
1004,2025-03-26,169.64,24
1004,2025-03-27,7.46,0
1004,2025-03-28,348.43,35
1004,2025-03-29,438.4,31
1004,2025-03-30,466.55,37
1004,2025-03-31,344.41,26
1004,2025-04-01,147.09,19
1004,2025-04-02,160.38,17
1004,2025-04-03,202.35,23
1004,2025-04-04,347.69,31
1004,2025-04-05,284.21,24
1004,2025-04-06,235.8,21
1004,2025-04-07,326.82,26
1004,2025-04-08,189.1,23
1004,2025-04-09,263.65,25
1004,2025-04-10,169.01,17
1004,2025-04-11,345.92,33
1004,2025-04-12,584.43,39
1004,2025-04-13,337.83,31
1004,2025-04-14,249.75,27
1004,2025-04-15,120.33,11
1004,2025-04-16,239.3,21
1004,2025-04-17,325.65,24
1004,2025-04-18,432.08,28
1004,2025-04-19,242.79,31
1004,2025-04-20,523.13,31
1004,2025-04-21,228.45,31
1004,2025-04-22,298.18,25
1004,2025-04-23,255.51,18
1004,2025-04-24,321.29,26
1004,2025-04-25,413.09,35
1004,2025-04-26,284.35,26
1004,2025-04-27,401.19,28
1004,2025-04-28,128.48,16
1004,2025-04-29,337.63,24
1004,2025-04-30,445.49,25
1004,2025-05-01,448.2,27
1004,2025-05-02,271.75,18
1004,2025-05-03,326.3,34
1004,2025-05-04,240.98,22
1004,2025-05-05,400.34,24
1004,2025-05-06,307.61,27
1004,2025-05-07,302.66,19
1004,2025-05-08,186.78,19
1004,2025-05-09,183.5,29
1004,2025-05-10,273.57,24
1004,2025-05-11,408.91,28
1004,2025-05-12,165.1,14
1004,2025-05-13,202.9,19
1004,2025-05-14,-119.61,14
1004,2025-05-15,113.41,15
1004,2025-05-16,294.06,32
1004,2025-05-17,473.78,33
1004,2025-05-18,717.57,38
1004,2025-05-19,144.53,17
1004,2025-05-20,238.48,23
1004,2025-05-21,102.66,23
1004,2025-05-22,340.91,38
1004,2025-05-23,378.19,28
1004,2025-05-24,275.62,27
1004,2025-05-25,286.98,31
1004,2025-05-26,441.64,29
1004,2025-05-27,345.34,27
1004,2025-05-28,260.78,17
1004,2025-05-29,300.13,24
1004,2025-05-30,402.29,27
1004,2025-05-31,276.46,22
1004,2025-06-01,227.18,21
1004,2025-06-02,366.1,30
1004,2025-06-03,376.92,30
1004,2025-06-04,284.09,21
1004,2025-06-05,377.28,21
1004,2025-06-06,298.91,21
1004,2025-06-07,232.36,32
1004,2025-06-08,477.24,37
1004,2025-06-09,375.78,27
1004,2025-06-10,335.65,20
1004,2025-06-11,308.13,30
1004,2025-06-12,137.43,21
1004,2025-06-13,344.11,28
1004,2025-06-14,195.11,22
1004,2025-06-15,295.36,32
1004,2025-06-16,265.17,23
1004,2025-06-17,192.21,17
1004,2025-06-18,224.96,24
1004,2025-06-19,144.05,29
1004,2025-06-20,583.44,30
1004,2025-06-21,268.1,29
1004,2025-06-22,331.0,33
1004,2025-06-23,290.66,30
1004,2025-06-24,383.55,30
1004,2025-06-25,430.6,27
1004,2025-06-26,325.13,28
1004,2025-06-27,466.8,28
1004,2025-06-28,373.01,37
1004,2025-06-29,458.58,34
1004,2025-06-30,394.7,27
1004,2025-07-01,296.47,21
1004,2025-07-02,324.22,27
1004,2025-07-03,284.8,27
1004,2025-07-04,346.11,30
1004,2025-07-05,317.88,34
1004,2025-07-06,402.26,30
1004,2025-07-07,234.96,26
1004,2025-07-08,195.62,19
1004,2025-07-09,117.93,23
1004,2025-07-10,304.89,24
1004,2025-07-11,566.59,32
1004,2025-07-12,403.63,28
1004,2025-07-13,404.42,33
1004,2025-07-14,18.72,0
1004,2025-07-15,399.51,26
1004,2025-07-16,372.7,31
1004,2025-07-17,221.12,24
1004,2025-07-18,250.39,27
1004,2025-07-19,427.51,30
1004,2025-07-20,425.02,24
1004,2025-07-21,365.51,20
1004,2025-07-22,399.26,27
1004,2025-07-23,147.67,18
1004,2025-07-24,279.82,20
1004,2025-07-25,180.65,22
1004,2025-07-26,469.5,33
1004,2025-07-27,374.81,25
1004,2025-07-28,281.12,23
1004,2025-07-29,239.27,19
1004,2025-07-30,365.45,26
1004,2025-07-31,339.79,26
1004,2025-08-01,386.1,39
1004,2025-08-02,368.86,32
1004,2025-08-03,381.89,26
1004,2025-08-04,302.11,22
1004,2025-08-05,272.68,31
1004,2025-08-06,281.84,27
1004,2025-08-07,266.25,29
1004,2025-08-08,484.57,29
1004,2025-08-09,283.68,25
1004,2025-08-10,357.99,33
1004,2025-08-11,430.39,25
1004,2025-08-12,446.84,28
1004,2025-08-13,305.23,16
1004,2025-08-14,309.58,27
1004,2025-08-15,304.2,30
1004,2025-08-16,338.68,28
1004,2025-08-17,297.55,34
1004,2025-08-18,610.37,34
1004,2025-08-19,255.91,20
1004,2025-08-20,17.45,0
1004,2025-08-21,335.74,26
1004,2025-08-22,192.15,29
1004,2025-08-23,748.43,40
1004,2025-08-24,367.9,35
1004,2025-08-25,520.21,31
1004,2025-08-26,122.67,20
1004,2025-08-27,223.62,19
1004,2025-08-28,300.28,32
1004,2025-08-29,384.07,26
1004,2025-08-30,292.95,33
1004,2025-08-31,257.13,29
1004,2025-09-01,301.52,23
1004,2025-09-02,175.56,23
1004,2025-09-03,149.33,19
1004,2025-09-04,205.65,21
1004,2025-09-05,378.82,31
1004,2025-09-06,458.29,32
1004,2025-09-07,234.15,25
1004,2025-09-08,130.88,19
1004,2025-09-09,289.65,19
1004,2025-09-10,142.06,18
1004,2025-09-11,471.58,24
1004,2025-09-12,374.72,23
1004,2025-09-13,233.89,28
1004,2025-09-14,468.36,26
1004,2025-09-15,305.47,22
1004,2025-09-16,324.35,31
1004,2025-09-17,467.79,26
1004,2025-09-18,352.92,23
1004,2025-09-19,335.01,25
1004,2025-09-20,252.36,18
1004,2025-09-21,351.79,29
1004,2025-09-22,339.13,28
1004,2025-09-23,129.57,19
1004,2025-09-24,259.19,20
1004,2025-09-25,527.66,27
1004,2025-09-26,224.41,19
1004,2025-09-27,364.77,34
1005,2025-03-02,528.75,27
1005,2025-03-03,763.27,30
1005,2025-03-04,711.22,31
1005,2025-03-05,641.29,33
1005,2025-03-06,680.74,38
1005,2025-03-07,748.74,33
1005,2025-03-08,996.7,38
1005,2025-03-09,530.71,28
1005,2025-03-10,733.42,36
1005,2025-03-11,717.98,30
1005,2025-03-12,610.27,26
1005,2025-03-13,839.12,34
1005,2025-03-14,981.85,40
1005,2025-03-15,727.05,37
1005,2025-03-16,737.06,35
1005,2025-03-17,1057.15,45
1005,2025-03-18,745.23,35
1005,2025-03-19,852.79,36
1005,2025-03-20,129.24,38
1005,2025-03-21,992.07,35
1005,2025-03-22,802.42,33
1005,2025-03-23,506.77,32
1005,2025-03-24,961.53,34
1005,2025-03-25,827.9,33
1005,2025-03-26,545.97,25
1005,2025-03-27,719.09,35
1005,2025-03-28,566.7,23
1005,2025-03-29,827.63,51
1005,2025-03-30,1206.11,48
1005,2025-03-31,737.6,32
1005,2025-04-01,476.27,27
